MAC;Id;Name;IsEnabled;CreatedAt;UpdatedAt
60:77:71:60:C1:F9;60af95845b05620007da51d6;B21032195;PRAWDA;27.05.2021 14:50;
60:77:71:5F:D7:73;60af95855b05620007da5206;B21031068;PRAWDA;27.05.2021 14:50;
60:77:71:60:C4:03;60af958d5b05620007da541f;B21031644;PRAWDA;27.05.2021 14:50;
60:77:71:60:C4:62;60a7704e5b05620007da5082;B21031896;PRAWDA;21.05.2021 10:33;
60:77:71:60:C5:72;60950daf4c22070007d665b5;K6-000293;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:C9:91;60af958d5b05620007da5431;B21031525;PRAWDA;27.05.2021 14:50;
60:77:71:60:B0:BE;609e630e4c22070007d666b9;B21030037;PRAWDA;14.05.2021 13:46;
60:77:71:5D:E0:7D;60950db04c22070007d665c7;K3-001147;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:4A:D7;608960d34c22070007d6644e;SLU1Z210409;PRAWDA;28.04.2021 15:19;
60:77:71:60:C0:FA;60950daf4c22070007d665c2;K6-006419;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:C7:88;60a7704d5b05620007da503a;B21031880;PRAWDA;21.05.2021 10:33;
60:77:71:5D:DC:C9;602271ca7f522d0007fb020d;K6-008324;PRAWDA;09.02.2021 12:28;
60:77:71:5F:EB:49;60a770485b05620007da4ec4;K6-004149;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:61:04:40;60a7704a5b05620007da4f59;B21030486;PRAWDA;21.05.2021 10:33;
60:77:71:60:CC:64;60af958a5b05620007da5391;B21031435;PRAWDA;27.05.2021 14:50;
60:77:71:60:C4:34;609e630d4c22070007d6662d;B21032033;PRAWDA;14.05.2021 13:46;
60:77:71:5D:E0:59;60a7704e5b05620007da509c;K6-004167;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:60:C8:9D;60950daf4c22070007d665a9;K3-003896;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:61:02:0C;60af95875b05620007da529b;B21030711;PRAWDA;27.05.2021 14:50;
60:77:71:5F:EA:D2;60af958d5b05620007da5443;K3-003683;PRAWDA;27.05.2021 14:50;17.06.2021 12:23
60:77:71:60:45:C5;602267e77f522d0007fb01ca;PO9SL33-SLUV301;PRAWDA;09.02.2021 11:45;22.02.2021 09:11
60:77:71:60:FD:9E;60950db04c22070007d665d0;K3-003345;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:BF:B5;60af95855b05620007da5225;B21030639;PRAWDA;27.05.2021 14:50;
60:77:71:60:CE:40;60950dad4c22070007d664be;K3-002617;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:CB:5C;60af95865b05620007da5230;B21032166;PRAWDA;27.05.2021 14:50;
60:77:71:5D:E1:98;60af958b5b05620007da53ad;B21030824;PRAWDA;27.05.2021 14:50;
60:77:71:60:45:65;602267e77f522d0007fb01cb;PO9RU33-SLUV302;PRAWDA;09.02.2021 11:46;22.02.2021 09:08
60:77:71:60:C1:81;60950dad4c22070007d6650d;K6-006698;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:C0:98;60a7704a5b05620007da4f3e;K3-004821;PRAWDA;21.05.2021 10:33;15.06.2021 10:23
60:77:71:5F:EA:E5;609e63104c22070007d6674a;B21031769;PRAWDA;14.05.2021 13:46;
60:77:71:5F:EB:22;60af95855b05620007da5207;B21031056;PRAWDA;27.05.2021 14:50;
A4:34:F1:7D:7A:EC;60ae246f5b05620007da514b;5087854;PRAWDA;26.05.2021 12:35;
60:77:71:60:BB:5F;609e630d4c22070007d66630;K3-001836;PRAWDA;14.05.2021 13:46;18.05.2021 12:40
60:77:71:60:BF:EC;60a7704d5b05620007da5032;B21030602;PRAWDA;21.05.2021 10:33;
60:77:71:60:C7:F7;60af95895b05620007da5336;B21031562;PRAWDA;27.05.2021 14:50;
60:77:71:60:D0:8D;60a7704b5b05620007da4f95;K3-000696;PRAWDA;21.05.2021 10:33;02.06.2021 11:11
60:77:71:60:CB:51;609e630d4c22070007d66611;K6-007260;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:60:48:17;602267e77f522d0007fb01cc;SLUV303;PRAWDA;09.02.2021 11:46;
60:77:71:61:02:07;60af95885b05620007da52d9;B21032488;PRAWDA;27.05.2021 14:50;
60:77:71:60:FF:A2;60a770505b05620007da5123;K6-007465;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:60:BB:65;60af95865b05620007da5243;B21030673;PRAWDA;27.05.2021 14:50;
60:77:71:5D:DE:44;60a7704f5b05620007da50d2;B21032658;PRAWDA;21.05.2021 10:33;
60:77:71:5F:EB:6B;60a7704c5b05620007da4ff2;K3-000761;PRAWDA;21.05.2021 10:33;17.06.2021 12:23
60:77:71:60:C1:C2;60950dac4c22070007d6648b;K6-007732;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:5F:D6:B8;60950daf4c22070007d66570;K3-004259;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:C5:6E;60950dad4c22070007d664d5;K6-007568;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:D0:EC;60af95865b05620007da524e;B21031810;PRAWDA;27.05.2021 14:50;
60:77:71:61:03:7B;60af95855b05620007da520b;B21032629;PRAWDA;27.05.2021 14:50;
60:77:71:60:C3:4C;60950daf4c22070007d665be;K6-006395;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:FE:8E;60af95885b05620007da52eb;B21032418;PRAWDA;27.05.2021 14:50;
60:77:71:5D:DF:08;6024065a7f522d0007fb026d;K6-006773;PRAWDA;10.02.2021 17:14;15.03.2021 14:45
60:77:71:61:00:75;60af958d5b05620007da5436;B21030808;PRAWDA;27.05.2021 14:50;
60:77:71:60:FE:9E;60af95845b05620007da51e0;B21032659;PRAWDA;27.05.2021 14:50;
60:77:71:61:04:0F;60af958d5b05620007da5428;B21030813;PRAWDA;27.05.2021 14:50;
60:77:71:60:C8:9E;60a7704b5b05620007da4fb1;B21030199;PRAWDA;21.05.2021 10:33;
60:77:71:5F:EB:67;60a7704c5b05620007da4ffb;B21030878;PRAWDA;21.05.2021 10:33;
60:77:71:61:03:24;60af958c5b05620007da5417;B21030782;PRAWDA;27.05.2021 14:50;
60:77:71:5D:DE:58;60af95835b05620007da5181;B21032730;PRAWDA;27.05.2021 14:50;
60:77:71:5F:EB:71;609e630f4c22070007d666d8;K3-002036;PRAWDA;14.05.2021 13:46;10.06.2021 14:18
60:77:71:5F:D6:D6;60af95895b05620007da5324;B21030841;PRAWDA;27.05.2021 14:50;
60:77:71:60:C7:90;60950dac4c22070007d6648d;K3-003229;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:BD:1A;60af95855b05620007da5224;B21030675;PRAWDA;27.05.2021 14:50;
60:77:71:5F:EC:ED;609e630e4c22070007d666af;K6-000133;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:60:BE:FA;609e630f4c22070007d6670a;B21031766;PRAWDA;14.05.2021 13:46;
60:77:71:60:CC:0E;609e63114c22070007d66794;K6-006554;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:60:C5:18;60af958b5b05620007da53a0;B21031524;PRAWDA;27.05.2021 14:50;
60:77:71:5F:D7:33;609e63104c22070007d66754;K6-000762;PRAWDA;14.05.2021 13:46;10.06.2021 14:18
60:77:71:5F:D8:73;609e63104c22070007d66746;B21031772;PRAWDA;14.05.2021 13:46;
60:77:71:60:D0:9E;609e63114c22070007d667a1;K3-003615;PRAWDA;14.05.2021 13:46;18.05.2021 12:40
60:77:71:5D:DE:43;60af95835b05620007da517c;B21032618;PRAWDA;27.05.2021 14:50;
60:77:71:61:04:30;609e630e4c22070007d666ab;K6-000436;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:60:BF:8B;60af95865b05620007da5242;B21030662;PRAWDA;27.05.2021 14:50;
60:77:71:5F:D8:06;60a770495b05620007da4eef;B21030512;PRAWDA;21.05.2021 10:33;
60:77:71:60:4A:AB;602267e77f522d0007fb01cd;PO2PU18-SLUV304;PRAWDA;09.02.2021 11:46;22.02.2021 09:15
60:77:71:60:C5:1F;60af958b5b05620007da53cd;B21031357;PRAWDA;27.05.2021 14:50;
60:77:71:61:03:04;60a770495b05620007da4ed6;B21030473;PRAWDA;21.05.2021 10:33;
60:77:71:5D:DE:78;609e630f4c22070007d666ff;K6-001288;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:60:C4:38;60af958a5b05620007da5398;B21031543;PRAWDA;27.05.2021 14:50;
60:77:71:5D:DC:DB;60af95885b05620007da52d4;B21032465;PRAWDA;27.05.2021 14:50;
60:77:71:5F:EB:0A;609e63114c22070007d66778;K3-002552;PRAWDA;14.05.2021 13:46;18.05.2021 12:40
60:77:71:61:01:01;602406597f522d0007fb0252;K3-003910;PRAWDA;10.02.2021 17:14;15.03.2021 14:41
60:77:71:5D:DE:71;60a7704a5b05620007da4f4a;B21030339;PRAWDA;21.05.2021 10:33;
60:77:71:60:CB:0E;60af95895b05620007da5308;B21031564;PRAWDA;27.05.2021 14:50;
60:77:71:5F:EC:91;60af958c5b05620007da53f8;B21030846;PRAWDA;27.05.2021 14:50;
60:77:71:5D:E0:13;60a7704f5b05620007da50fe;K3-000238;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:60:FD:EC;602271c97f522d0007fb01e9;K3-004477;PRAWDA;09.02.2021 12:28;
60:77:71:60:C6:AB;60af958a5b05620007da536f;B21031472;PRAWDA;27.05.2021 14:50;
60:77:71:60:C7:B1;60af958c5b05620007da5410;B21031548;PRAWDA;27.05.2021 14:50;
60:77:71:5F:EC:AD;60950dad4c22070007d664c3;K6-000120;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:5F:D8:68;609e630e4c22070007d66677;K3-002101;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:61:02:72;60a7704e5b05620007da50aa;K3-004513;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
A4:34:F1:7D:7D:E0;60ab643a5b05620007da5149;K6-004175;PRAWDA;24.05.2021 10:30;24.05.2021 10:49
60:77:71:5D:DC:D9;60af958c5b05620007da540d;B21030785;PRAWDA;27.05.2021 14:50;
60:77:71:60:BF:D6;609e63104c22070007d6672c;K6-000546;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:5F:D7:9C;60a7704c5b05620007da4fd0;B21030872;PRAWDA;21.05.2021 10:33;
60:77:71:60:FD:E4;60af95875b05620007da527f;B21030820;PRAWDA;27.05.2021 14:50;
60:77:71:60:C8:EB;609e63124c22070007d667ed;B21032034;PRAWDA;14.05.2021 13:46;
60:77:71:5F:EC:BA;60a7704c5b05620007da4fda;K6-007011;PRAWDA;21.05.2021 10:33;15.06.2021 10:23
60:77:71:60:BD:69;60af95865b05620007da5227;B21030661;PRAWDA;27.05.2021 14:50;
60:77:71:5F:EA:84;60a7704e5b05620007da5093;K6-000996;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:5F:EA:82;60a770495b05620007da4ed5;B21030551;PRAWDA;21.05.2021 10:33;
60:77:71:5F:EC:E5;60a7704a5b05620007da4f58;K6-006906;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:5D:DE:7D;60af958d5b05620007da544a;K3-001769;PRAWDA;27.05.2021 14:50;17.06.2021 12:23
60:77:71:60:C8:8E;60af958b5b05620007da53d0;B21031587;PRAWDA;27.05.2021 14:50;
60:77:71:60:C6:D7;60af958b5b05620007da53a9;B21031556;PRAWDA;27.05.2021 14:50;
60:77:71:5F:D7:AD;609e630f4c22070007d666c3;K3-001857;PRAWDA;14.05.2021 13:46;10.06.2021 14:18
60:77:71:61:03:6E;60af95855b05620007da51eb;B21032252;PRAWDA;27.05.2021 14:50;
60:77:71:60:C9:D5;60950dac4c22070007d66462;K6-000650;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:5F:FC:82;602267e77f522d0007fb01ce;PO2PU19-SLUV305;PRAWDA;09.02.2021 11:46;22.02.2021 09:06
60:77:71:61:03:5C;6024065b7f522d0007fb028e;K3-001681;PRAWDA;10.02.2021 17:14;15.02.2021 14:52
60:77:71:5D:DE:4F;60af95875b05620007da5296;B21032326;PRAWDA;27.05.2021 14:50;
60:77:71:5D:E0:3E;60950db04c22070007d665dd;K3-004580;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:C6:F3;60af95845b05620007da51bb;B21032186;PRAWDA;27.05.2021 14:50;
60:77:71:61:01:17;60a770495b05620007da4f00;B21030471;PRAWDA;21.05.2021 10:33;
60:77:71:61:04:1D;602271ca7f522d0007fb01f5;K3-004476;PRAWDA;09.02.2021 12:28;
60:77:71:60:CC:71;60af958b5b05620007da53d4;B21031382;PRAWDA;27.05.2021 14:50;
A4:34:F1:7D:7B:AC;60ae246f5b05620007da515f;5087834;PRAWDA;26.05.2021 12:35;
60:77:71:60:C9:F1;60950dac4c22070007d66476;K3-004562;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:61:00:51;6024065b7f522d0007fb0287;K3-000053;PRAWDA;10.02.2021 17:14;15.02.2021 14:52
60:77:71:60:C5:47;609e630e4c22070007d66663;K6-007253;PRAWDA;14.05.2021 13:46;15.06.2021 10:23
60:77:71:60:D1:F4;60950dae4c22070007d6651d;K6-007268;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:5F:E9:AC;60950dac4c22070007d664a6;K6-001375;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:5F:EA:90;60a770495b05620007da4ede;K3-002795;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:60:C8:CB;60af958b5b05620007da53aa;B21031429;PRAWDA;27.05.2021 14:50;
60:77:71:61:03:7C;60af95875b05620007da52a8;B21032346;PRAWDA;27.05.2021 14:50;
60:77:71:5F:EA:C9;60a7704e5b05620007da50bc;K3-001975;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:5F:E9:B0;60af95845b05620007da51b1;B21031019;PRAWDA;27.05.2021 14:50;
60:77:71:60:C7:EC;60a7704a5b05620007da4f6e;K6-007621;PRAWDA;21.05.2021 10:33;15.06.2021 10:23
60:77:71:60:C5:19;60af95845b05620007da51df;B21032198;PRAWDA;27.05.2021 14:50;
60:77:71:60:CE:04;60950dad4c22070007d664b6;K6-007866;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:60:D0:EE;60950dac4c22070007d6649a;K6-007814;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:61:02:29;60a7704e5b05620007da509d;K6-008228;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:60:C6:8E;60af95845b05620007da51d8;B21032134;PRAWDA;27.05.2021 14:50;
60:77:71:60:BF:FE;609e63124c22070007d667d3;K6-007523;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:60:C4:36;609e630d4c22070007d66642;B21032089;PRAWDA;14.05.2021 13:46;
60:77:71:5D:DE:5A;60af95885b05620007da52cc;B21032475;PRAWDA;27.05.2021 14:50;
60:77:71:5D:DF:2F;60a7704a5b05620007da4f5f;K6-000901;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:5F:EC:E2;60af958a5b05620007da5385;B21031282;PRAWDA;27.05.2021 14:50;
60:77:71:5D:DC:C0;609e63114c22070007d667ab;K3-004761;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:5F:E9:B4;60a770485b05620007da4ec5;K6-000280;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:60:C6:B8;609e630d4c22070007d6665b;B21031986;PRAWDA;14.05.2021 13:46;
60:77:71:5F:D7:43;60a7704f5b05620007da50ed;B21031256;PRAWDA;21.05.2021 10:33;
60:77:71:5F:EB:37;609e630e4c22070007d666b1;K6-000469;PRAWDA;14.05.2021 13:46;24.05.2021 10:00
60:77:71:60:C6:F8;60a7704e5b05620007da5095;K3-004542;PRAWDA;21.05.2021 10:33;24.05.2021 10:00
60:77:71:60:C8:C0;60af958b5b05620007da53b2;B21031498;PRAWDA;27.05.2021 14:50;
60:77:71:60:C5:6F;60950dac4c22070007d66485;K6-007833;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
60:77:71:61:03:5D;60af95885b05620007da52ca;B21032366;PRAWDA;27.05.2021 14:50;
A4:34:F1:7D:76:49;6023dd977f522d0007fb022f;k3-003308;PRAWDA;10.02.2021 14:20;
60:77:71:60:C5:21;60af95855b05620007da51e4;B21032181;PRAWDA;27.05.2021 14:50;
60:77:71:60:C3:69;60950dac4c22070007d6647c;K3-002495;PRAWDA;07.05.2021 11:51;18.05.2021 12:40
